0, 350, 1008, 188, 362, 910
1, 401, 2017, 259, 412, 1859
2, 259, 3148, 177, 271, 3069
3, 274, 546, 184, 285, 558
4, 280, 2880, 175, 292, 2862
5, 265, 2819, 192, 277, 2712
6, 234, 3755, 163, 246, 3693
7, 336, 947, 145, 348, 879
8, 286, 2546, 182, 298, 2490
9, 243, 2172, 149, 255, 2023
10, 222, 1629, 190, 234, 1588
11, 225, 1289, 216, 237, 1309
